Name,Precision,Recall,F1,Accuracy
Logistic Regression,0.7407407407407407,0.8108108108108109,0.7741935483870969,0.7666666666666667
SVM,0.7662337662337663,0.7972972972972973,0.7814569536423841,0.78
Multilayer Perceptron,0.7532467532467533,0.7837837837837838,0.7682119205298014,0.7666666666666667
